Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,date,Month,Year,DayOfWeek,IsWeekend,month_num,year,quarter,hour,day_of_week,is_weekend,amt_log,month_str
348295,2019-06-12 20:23:43,571365235126,"fraud_Quitzon, Green and Bashirian",Shopping_Pos,275.07,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,043b2ecc43b545983eaec6b2c3a707e6,1339532623.0,44.784377,-86.363577,0.0,46825.85207232303,2019-06-12 20:23:43,2019-06,2019.0,Wednesday,False,6,2019,2,20,2,0,5.620654456748632,Jun 2019
348301,2019-06-12 20:26:02,571365235126,fraud_Bednar PLC,Kids_Pets,1.91,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d3f2358da8bb1927bf6978ccb60b5a59,1339532762.0,45.444305,-85.443402,0.0,46825.85207232303,2019-06-12 20:26:02,2019-06,2019.0,Wednesday,False,6,2019,2,20,2,0,1.0681530811834012,Jun 2019
348317,2019-06-12 20:34:02,571365235126,fraud_Bechtelar-Rippin,Food_Dining,85.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,b28e4605d840b0cc6bdd684d606386b5,1339533242.0,44.956438,-86.020832,0.0,49636.0,2019-06-12 20:34:02,2019-06,2019.0,Wednesday,False,6,2019,2,20,2,0,4.46153073578648,Jun 2019
348385,2019-06-12 21:16:05,571365235126,fraud_Nolan-Williamson,Kids_Pets,44.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,8c29a8854b1237c8be8a9c92fa3c27ae,1339535765.0,44.45471,-86.89201,0.0,46825.85207232303,2019-06-12 21:16:05,2019-06,2019.0,Wednesday,False,6,2019,2,21,2,0,3.822754537669964,Jun 2019
348439,2019-06-12 21:44:06,571365235126,"fraud_Okuneva, Schneider and Rau",Shopping_Pos,3.71,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,58f3894cf289ac13140d7544348aae18,1339537446.0,44.499337,-86.509602,0.0,46825.85207232303,2019-06-12 21:44:06,2019-06,2019.0,Wednesday,False,6,2019,2,21,2,0,1.5496879080283263,Jun 2019
348721,2019-06-13 00:29:07,571365235126,fraud_Ledner-Pfannerstill,Gas_Transport,91.67,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,1a82429d4e0649fddbab1720f3b2c0e5,1339547347.0,45.369592,-86.328182,0.0,46825.85207232303,2019-06-13 00:29:07,2019-06,2019.0,Thursday,False,6,2019,2,0,3,0,4.5290447955986,Jun 2019
349079,2019-06-13 05:01:05,571365235126,fraud_Murray Ltd,Grocery_Net,8.55,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,384b3c7c0b9ab23796496ab4a454d8f9,1339563665.0,44.043868,-85.9942,0.0,49644.0,2019-06-13 05:01:05,2019-06,2019.0,Thursday,False,6,2019,2,5,3,0,2.256541154492639,Jun 2019
349995,2019-06-13 15:02:52,571365235126,fraud_Wilkinson LLC,Personal_Care,29.63,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,8b0c262debd1249551cc126d453257fd,1339599772.0,44.528527,-86.164598,0.0,49613.0,2019-06-13 15:02:52,2019-06,2019.0,Thursday,False,6,2019,2,15,3,0,3.421979920844684,Jun 2019
350026,2019-06-13 15:22:42,571365235126,"fraud_Bins, Balistreri and Beatty",Shopping_Pos,56.75,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,c89615cf979bc24dbe3016e6583c920c,1339600962.0,44.157469,-87.18577900000001,0.0,46825.85207232303,2019-06-13 15:22:42,2019-06,2019.0,Thursday,False,6,2019,2,15,3,0,4.056123349401903,Jun 2019
351342,2019-06-14 04:06:36,571365235126,"fraud_Stroman, Hudson and Erdman",Gas_Transport,63.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,9b1cb01da1834f1544cb63d9af3ed130,1339646796.0,43.914615000000005,-87.13804,0.0,46825.85207232303,2019-06-14 04:06:36,2019-06,2019.0,Friday,False,6,2019,2,4,4,0,4.164336934042136,Jun 2019
352016,2019-06-14 12:19:19,571365235126,fraud_Daugherty LLC,Kids_Pets,60.21,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e20f5eced9c95804a958a7082d2d8d53,1339676359.0,45.341531,-86.333515,0.0,46825.85207232303,2019-06-14 12:19:19,2019-06,2019.0,Friday,False,6,2019,2,12,4,0,4.114310574862978,Jun 2019
352209,2019-06-14 14:08:11,571365235126,fraud_O'Keefe-Wisoky,Food_Dining,26.8,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e195c991639caeaae085a29d363f4424,1339682891.0,44.931831,-86.546368,0.0,46825.85207232303,2019-06-14 14:08:11,2019-06,2019.0,Friday,False,6,2019,2,14,4,0,3.3250360206965914,Jun 2019
353170,2019-06-14 22:21:44,571365235126,fraud_Hermann-Gaylord,Misc_Pos,6.42,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,1697f601fd2d1de74ba6aed0123dc61e,1339712504.0,44.006305,-87.030253,0.0,46825.85207232303,2019-06-14 22:21:44,2019-06,2019.0,Friday,False,6,2019,2,22,4,0,2.004179057179289,Jun 2019
353196,2019-06-14 22:37:05,571365235126,fraud_Heller PLC,Health_Fitness,16.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e925ef676dde2df9a74594a8d4357fad,1339713425.0,43.656029,-86.650075,0.0,46825.85207232303,2019-06-14 22:37:05,2019-06,2019.0,Friday,False,6,2019,2,22,4,0,2.8831233291713367,Jun 2019
353640,2019-06-15 02:04:17,571365235126,"fraud_Jenkins, Hauck and Friesen",Gas_Transport,47.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,81e6b13f27cba186b68cb7ba5ac360bd,1339725857.0,44.4915,-86.189084,0.0,49613.0,2019-06-15 02:04:17,2019-06,2019.0,Saturday,True,6,2019,2,2,5,1,3.8743211382441345,Jun 2019
354808,2019-06-15 12:23:43,571365235126,fraud_Dibbert-Green,Entertainment,75.8,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,681c5b799bf61fdd56faeeed4e4320db,1339763023.0,44.757539,-85.33008000000001,0.0,49690.0,2019-06-15 12:23:43,2019-06,2019.0,Saturday,True,6,2019,2,12,5,1,4.341204640153626,Jun 2019
355017,2019-06-15 13:37:37,571365235126,fraud_Deckow-Dare,Food_Dining,22.06,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,b918a1c60af64b65d7250fb4aa973428,1339767457.0,45.312436,-86.045425,0.0,46825.85207232303,2019-06-15 13:37:37,2019-06,2019.0,Saturday,True,6,2019,2,13,5,1,3.138099514840913,Jun 2019
357750,2019-06-16 07:39:35,571365235126,fraud_Kunze Inc,Grocery_Pos,77.44,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,90c4d17e97d36d18a225079ff0193b40,1339832375.0,45.409449,-87.042891,0.0,54246.0,2019-06-16 07:39:35,2019-06,2019.0,Sunday,True,6,2019,2,7,6,1,4.362334001328145,Jun 2019
358095,2019-06-16 10:14:11,571365235126,fraud_Bauch-Raynor,Grocery_Pos,101.88,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,79d3e1badac587231e34bdc089206222,1339841651.0,45.514497,-86.000038,0.0,46825.85207232303,2019-06-16 10:14:11,2019-06,2019.0,Sunday,True,6,2019,2,10,6,1,4.633563260489309,Jun 2019
358305,2019-06-16 11:50:24,571365235126,"fraud_Rohan, White and Aufderhar",Misc_Net,1.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e80c0e58815eaaf2d5441acc135dffc3,1339847424.0,45.456628,-85.881517,0.0,46825.85207232303,2019-06-16 11:50:24,2019-06,2019.0,Sunday,True,6,2019,2,11,6,1,0.9631743177730056,Jun 2019
358365,2019-06-16 12:10:32,571365235126,fraud_Auer LLC,Personal_Care,68.05,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,3d20fa8e882c547384478d2966cfdb1a,1339848632.0,44.323293,-86.169267,0.0,49675.0,2019-06-16 12:10:32,2019-06,2019.0,Sunday,True,6,2019,2,12,6,1,4.234830879855301,Jun 2019
358648,2019-06-16 13:37:20,571365235126,fraud_Dickinson Ltd,Personal_Care,23.17,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,97a59acaaa26ca66f98a9428d39408fe,1339853840.0,45.292295,-85.823551,0.0,46825.85207232303,2019-06-16 13:37:20,2019-06,2019.0,Sunday,True,6,2019,2,13,6,1,3.1851121947153915,Jun 2019
358657,2019-06-16 13:39:15,571365235126,"fraud_Lakin, Ferry and Beatty",Food_Dining,1.54,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,3fc9f04038efd51ded5e2b55228fb35b,1339853955.0,44.407079,-85.219525,0.0,49651.0,2019-06-16 13:39:15,2019-06,2019.0,Sunday,True,6,2019,2,13,6,1,0.9321640810304452,Jun 2019
359461,2019-06-16 17:32:03,571365235126,"fraud_McDermott, Osinski and Morar",Home,21.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,a3d89d467fbfad72442672cc8ad593b2,1339867923.0,44.520571,-87.082299,0.0,46825.85207232303,2019-06-16 17:32:03,2019-06,2019.0,Sunday,True,6,2019,2,17,6,1,3.1307001339644756,Jun 2019
359865,2019-06-16 19:29:08,571365235126,"fraud_Nicolas, Hills and McGlynn",Entertainment,57.33,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,67aa3b4dbe38944e7c00b89510c8607a,1339874948.0,44.349012,-86.619811,0.0,46825.85207232303,2019-06-16 19:29:08,2019-06,2019.0,Sunday,True,6,2019,2,19,6,1,4.066116540765546,Jun 2019
359886,2019-06-16 19:34:48,571365235126,fraud_Johns-Hoeger,Entertainment,145.33,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,68b965b410a3ee257cb2772e197e6ddf,1339875288.0,45.235305,-86.161153,0.0,49654.0,2019-06-16 19:34:48,2019-06,2019.0,Sunday,True,6,2019,2,19,6,1,4.985864345104336,Jun 2019
360161,2019-06-16 20:53:45,571365235126,fraud_Torp-Lemke,Misc_Pos,72.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,e2d3b2c167e96ba4d6c59eb2ca1ae170,1339880025.0,43.679311,-85.588134,0.0,49307.0,2019-06-16 20:53:45,2019-06,2019.0,Sunday,True,6,2019,2,20,6,1,4.296604902619887,Jun 2019
360368,2019-06-16 21:52:55,571365235126,fraud_McDermott-Rice,Misc_Pos,5.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,5d3fa341a6d3a02968921be585b29ddf,1339883575.0,44.043528,-86.696893,0.0,46825.85207232303,2019-06-16 21:52:55,2019-06,2019.0,Sunday,True,6,2019,2,21,6,1,1.8050046959780757,Jun 2019
360595,2019-06-16 23:01:39,571365235126,fraud_Daugherty-Thompson,Food_Dining,1.11,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,493d22b111223fac495948490c27bf40,1339887699.0,43.786794,-85.681576,0.0,49338.0,2019-06-16 23:01:39,2019-06,2019.0,Sunday,True,6,2019,2,23,6,1,0.7466879474879752,Jun 2019
360893,2019-06-17 00:43:25,571365235126,"fraud_Robel, Cummerata and Prosacco",Gas_Transport,36.24,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,5fb187e958334aceb47d11c9b4d96413,1339893805.0,45.366088,-85.29113199999999,0.0,49720.0,2019-06-17 00:43:25,2019-06,2019.0,Monday,False,6,2019,2,0,0,0,3.617383452408866,Jun 2019
361417,2019-06-17 04:41:42,571365235126,fraud_Huel Ltd,Misc_Net,7.32,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,6a233a60e6a38c144f4f33dac52f311e,1339908102.0,44.274331,-86.117643,0.0,49619.0,2019-06-17 04:41:42,2019-06,2019.0,Monday,False,6,2019,2,4,0,0,2.1186622548331173,Jun 2019
362231,2019-06-17 10:58:15,571365235126,fraud_DuBuque LLC,Grocery_Pos,100.59,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,2c4490823042e6e52a9eafd97042b67c,1339930695.0,43.994378000000005,-86.711904,0.0,46825.85207232303,2019-06-17 10:58:15,2019-06,2019.0,Monday,False,6,2019,2,10,0,0,4.620945105103454,Jun 2019
363169,2019-06-17 16:12:48,571365235126,"fraud_Swaniawski, Nitzsche and Welch",Health_Fitness,14.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,fbee7844f5fdb360d7ab128bff752b6c,1339949568.0,44.563253,-86.710192,0.0,46825.85207232303,2019-06-17 16:12:48,2019-06,2019.0,Monday,False,6,2019,2,16,0,0,2.7324175575505043,Jun 2019
363290,2019-06-17 16:49:19,571365235126,fraud_Kuhn LLC,Shopping_Pos,4.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,bbe294090fa8c56299ff92b1ec867aa2,1339951759.0,44.764362,-86.044535,0.0,49630.0,2019-06-17 16:49:19,2019-06,2019.0,Monday,False,6,2019,2,16,0,0,1.6956156086751528,Jun 2019
363611,2019-06-17 18:21:52,571365235126,"fraud_Kihn, Brakus and Goyette",Personal_Care,4.2,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,a7993456dea40c17f6e4d7b61098c983,1339957312.0,43.927121,-86.679303,0.0,46825.85207232303,2019-06-17 18:21:52,2019-06,2019.0,Monday,False,6,2019,2,18,0,0,1.6486586255873816,Jun 2019
364198,2019-06-17 21:26:12,571365235126,fraud_Lind-Buckridge,Entertainment,1.06,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,0d1df8ef893ff1dc6e0bceeba394e8ed,1339968372.0,45.022502,-85.982778,0.0,49654.0,2019-06-17 21:26:12,2019-06,2019.0,Monday,False,6,2019,2,21,0,0,0.7227059828014898,Jun 2019
365110,2019-06-18 07:01:19,571365235126,"fraud_Jones, Sawayn and Romaguera",Misc_Net,2.77,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,72b5624f4297b7e2a7787fac16eefde0,1340002879.0,45.359318,-86.752481,0.0,54246.0,2019-06-18 07:01:19,2019-06,2019.0,Tuesday,False,6,2019,2,7,1,0,1.3270750014599193,Jun 2019
365585,2019-06-18 13:25:47,571365235126,"fraud_Roberts, Daniel and Macejkovic",Kids_Pets,83.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,956d47bb86c6ffd98bfd6040489cb7a1,1340025947.0,44.929295,-86.341352,0.0,46825.85207232303,2019-06-18 13:25:47,2019-06,2019.0,Tuesday,False,6,2019,2,13,1,0,4.431768726568696,Jun 2019
366201,2019-06-18 20:19:28,571365235126,fraud_Kuhn LLC,Shopping_Pos,4.09,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,63f1e459496dd2d229c22fbc6df3c644,1340050768.0,44.589940000000006,-85.491906,0.0,49649.0,2019-06-18 20:19:28,2019-06,2019.0,Tuesday,False,6,2019,2,20,1,0,1.6272778305624314,Jun 2019
367388,2019-06-19 12:48:35,571365235126,fraud_Frami Group,Entertainment,22.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,1faa25772c05f53d0bdae6c179e01acd,1340110115.0,45.45847,-85.27431700000001,0.0,46825.85207232303,2019-06-19 12:48:35,2019-06,2019.0,Wednesday,False,6,2019,2,12,2,0,3.1620938107692163,Jun 2019
367593,2019-06-19 14:47:25,571365235126,fraud_Harris Group,Food_Dining,2.07,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d59d0d16155f5d5adcc73aa0bdafa7ad,1340117245.0,44.12596,-85.72918299999999,0.0,49656.0,2019-06-19 14:47:25,2019-06,2019.0,Wednesday,False,6,2019,2,14,2,0,1.1216775615991057,Jun 2019
367696,2019-06-19 15:45:28,571365235126,"fraud_Bahringer, Bergnaum and Quitzon",Home,9.53,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,905b795d4f12ea0dcbfcb61ac7f82114,1340120728.0,44.386554,-86.457643,0.0,46825.85207232303,2019-06-19 15:45:28,2019-06,2019.0,Wednesday,False,6,2019,2,15,2,0,2.354228326145884,Jun 2019
368927,2019-06-20 05:38:32,571365235126,fraud_Deckow-O'Conner,Grocery_Pos,109.01,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,3a3c37dd8860d784c3fb5a1ce2e89aa5,1340170712.0,44.700151,-86.33511700000001,0.0,49635.0,2019-06-20 05:38:32,2019-06,2019.0,Thursday,False,6,2019,2,5,3,0,4.700571270751344,Jun 2019
369445,2019-06-20 12:30:10,571365235126,fraud_Bernier and Sons,Kids_Pets,50.3,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,2c98072fe9378739e11e0840ba5b6d0b,1340195410.0,44.580159,-86.316796,0.0,49635.0,2019-06-20 12:30:10,2019-06,2019.0,Thursday,False,6,2019,2,12,3,0,3.937690752176724,Jun 2019
369699,2019-06-20 14:51:40,571365235126,"fraud_Boehm, Predovic and Reinger",Misc_Pos,4.12,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,aba3e6763d700038379a4c1c1f9079ce,1340203900.0,44.268896000000005,-85.962408,0.0,49619.0,2019-06-20 14:51:40,2019-06,2019.0,Thursday,False,6,2019,2,14,3,0,1.6331544390514163,Jun 2019
369868,2019-06-20 16:01:24,571365235126,fraud_Wilkinson LLC,Personal_Care,92.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,5926d701dbdcc38cceab54f4241c068e,1340208084.0,44.012283,-86.513113,0.0,49431.0,2019-06-20 16:01:24,2019-06,2019.0,Thursday,False,6,2019,2,16,3,0,4.54052499249456,Jun 2019
370139,2019-06-20 18:20:17,571365235126,fraud_Bogisich-Weimann,Kids_Pets,11.98,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,144801e472613ba04a456baae65e7244,1340216417.0,44.125117,-86.358613,0.0,49411.0,2019-06-20 18:20:17,2019-06,2019.0,Thursday,False,6,2019,2,18,3,0,2.563409711275944,Jun 2019
370415,2019-06-20 20:30:21,571365235126,"fraud_Douglas, DuBuque and McKenzie",Travel,1.9,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,8fc2c1e6e7e613530168e464d2d4076d,1340224221.0,44.105398,-86.742171,0.0,46825.85207232303,2019-06-20 20:30:21,2019-06,2019.0,Thursday,False,6,2019,2,20,3,0,1.0647107369924282,Jun 2019
370509,2019-06-20 21:21:24,571365235126,"fraud_Streich, Rolfson and Wilderman",Kids_Pets,18.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,eca438b4f96719ce3e0813a1330a99e5,1340227284.0,45.390568,-85.820489,0.0,46825.85207232303,2019-06-20 21:21:24,2019-06,2019.0,Thursday,False,6,2019,2,21,3,0,2.962692419475791,Jun 2019
370716,2019-06-20 23:05:36,571365235126,"fraud_Berge, Kautzer and Harris",Personal_Care,100.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d522e4d07177c9b12d704d60798a172d,1340233536.0,44.074154,-85.967176,0.0,49644.0,2019-06-20 23:05:36,2019-06,2019.0,Thursday,False,6,2019,2,23,3,0,4.615912282519994,Jun 2019
370988,2019-06-21 02:06:11,571365235126,fraud_Bins-Rice,Gas_Transport,76.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,d41d8bc2c1345d3756386f70516fea12,1340244371.0,43.650539,-86.02421899999999,0.0,49421.0,2019-06-21 02:06:11,2019-06,2019.0,Friday,False,6,2019,2,2,4,0,4.355040769588895,Jun 2019
371955,2019-06-21 13:39:20,571365235126,fraud_Price Inc,Shopping_Net,3.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,a33b19caeb7cb571fc52962bf53664be,1340285960.0,45.423085,-87.034565,0.0,54246.0,2019-06-21 13:39:20,2019-06,2019.0,Friday,False,6,2019,2,13,4,0,1.3862943611198906,Jun 2019
372501,2019-06-21 18:23:36,571365235126,fraud_Bode-Rempel,Kids_Pets,66.42,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,672370e8884dbbb7f20c0a4b875ff226,1340303016.0,44.616277,-86.300533,0.0,49635.0,2019-06-21 18:23:36,2019-06,2019.0,Friday,False,6,2019,2,18,4,0,4.2109417098059145,Jun 2019
372724,2019-06-21 20:14:40,571365235126,fraud_Pollich LLC,Home,71.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,15b18ffdf88dc346adbbfcdd774b302e,1340309680.0,44.916027,-86.738599,0.0,46825.85207232303,2019-06-21 20:14:40,2019-06,2019.0,Friday,False,6,2019,2,20,4,0,4.2889514553941215,Jun 2019
372852,2019-06-21 21:11:15,571365235126,"fraud_Turner, Ruecker and Parisian",Misc_Pos,1.94,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,dea8410f36387038627e8ca39cf35058,1340313075.0,44.268563,-85.90473,0.0,49689.0,2019-06-21 21:11:15,2019-06,2019.0,Friday,False,6,2019,2,21,4,0,1.0784095813505903,Jun 2019
373163,2019-06-21 23:33:11,571365235126,"fraud_Watsica, Haag and Considine",Shopping_Pos,3.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,276bf3c81fac5fbc42110c5e944d3de9,1340321591.0,45.352586,-87.089135,0.0,54210.0,2019-06-21 23:33:11,2019-06,2019.0,Friday,False,6,2019,2,23,4,0,1.556037135706985,Jun 2019
373260,2019-06-22 00:23:44,571365235126,"fraud_Towne, Greenholt and Koepp",Shopping_Net,875.26,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628.0,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,a50ff7deae9228990a7fddad2ae01040,1340324624.0,44.842307,-85.385081,1.0,49629.0,2019-06-22 00:23:44,2019-06,2019.0,Saturday,True,6,2019,2,0,5,1,6.775662850551869,Jun 2019
